song_name,artist,album,genre
Ruckus in B Minor,Wu-Tang Clan,A Better Tomorrow,rap
40th Street Black / We Will Fight,Wu-Tang Clan,A Better Tomorrow,rap
Keep Watch,Wu-Tang Clan,A Better Tomorrow,rap
The Genesis of the Omega,Sean Price,Mic Tyson,rap
Pyrex,Sean Price,Mic Tyson,rap
Price & Shining Armor,Sean Price,Mic Tyson,rap
Straight Music,Sean Price,Mic Tyson,rap
Hush,Sean Price,Mic Tyson,rap
Solomon Grundy,Sean Price,Mic Tyson,rap
BBQ Sauce,Sean Price,Mic Tyson,rap
Battering Bars,Sean Price,Mic Tyson,rap
APESHIT,The Carters,EVERYTHING IS LOVE,rap
Very Special,Wiz Khalifa,Rolling Papers 2,rap
Mr. Williams (feat. THEMXXNLIGHT & Curren$y) / Where is the Love,Wiz Khalifa,Rolling Papers 2,rap
BLACK EFFECT,The Carters,EVERYTHING IS LOVE,rap
LOVEHAPPY,The Carters,EVERYTHING IS LOVE,rap
Gonna Miss You,Rapsody,Crown,rap
Crown,Rapsody,Crown,rap
Tina Turner,Rapsody,Crown,rap
Tree of Life,Ab-Soul,These Days...,rap
Laila’s Wisdom,Rapsody,Laila’s Wisdom,rap
Power,Rapsody,Laila’s Wisdom,rap
Sassy,Rapsody,Laila’s Wisdom,rap
Black & Ugly,Rapsody,Laila’s Wisdom,rap
The Drums (feat. Heather Victoria),Rapsody,The Idea Of Beautiful,rap
Ballin' Hot (Prod. by Khrysis),Rapsody,The Black Mamba,rap
Rollercoaster - Bonus Track (Explicit),Ludacris,Battle Of The Sexes (Deluxe),rap
Feelin' So Sexy,Ludacris,Battle Of The Sexes (Deluxe),rap
That New York,Fredro Starr,Made In the Streets,rap
Everyday Hell,Fredro Starr,Made In the Streets,rap
The Truth,Fredro Starr,Made In the Streets,rap
This Ain't My Day,Fredro Starr,Made In the Streets,rap
My Universe,La Coka Nostra,Masters Of The Dark Arts,rap
Creed Of The Greedier,La Coka Nostra,Masters Of The Dark Arts,rap
המוסד,La Coka Nostra,Masters Of The Dark Arts,rap
Mind Your Business,La Coka Nostra,Masters Of The Dark Arts,rap
Electronic Funeral,La Coka Nostra,Masters Of The Dark Arts,rap
Letter To Ouisch,La Coka Nostra,Masters Of The Dark Arts,rap
The Eyes Of Santa Muerte,La Coka Nostra,Masters Of The Dark Arts,rap
Murder World,La Coka Nostra,Masters Of The Dark Arts,rap
The Lion Roars,Stephen Marley,"Revelation Pt. II: ""The Fruit of Life""",rap
The Lion Roars - Mayfield Version,Stephen Marley,"Revelation Pt. II: ""The Fruit of Life""",rap
Wavybone,A$AP Rocky,AT.LONG.LAST.A$AP,rap
Angels,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),rap
M'$ (feat. Lil Wayne),A$AP Rocky,AT.LONG.LAST.A$AP,rap
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,AT.LONG.LAST.A$AP,rap
Electric Body,A$AP Rocky,AT.LONG.LAST.A$AP,rap
Power Up,"Noke D, D-Gotti, D-Reck, Tyte Eyes & Mike D",Hitlist Vol. 3,rap
Who Dat Mad,Big Steve,Back To Back Hits (Woss Ness Presents),rap
Rubber Band Man,T.I.,Trap Muzik,rap
Choppaz,"Big Moe featuring D-Gotti, Noke D & D-Wreck",City Of Syrup,rap
Comin' Out Hard,8Ball & MJG,Comin Out Hard,rap
Head Motion,Wreckshop Family,Hitlist Vol. 4,rap
It Was All a Dream,DJ Screw & The Screwed Up Click,Fallen Soldiers,rap
City Of Syrup,Big Moe,City Of Syrup,rap
I Must Be High,South Park Mexican,Never Change,rap
Confidential Playa,Big Moe,Purple World,rap
Tops Drop,Fat Pat,Ghetto Dreams,rap
The Way We Ball,Lil' Flip,Undaground Legend (Explicit),rap
I'm Going to Live My Life,DJ Screw & The Screwed Up Click,Fallen Soldiers,rap
Heart Of A Hustler,Fat Pat,Greatest Hits,rap
Where I’m From - (Huggin’ Da Block) Feat. Z-ro,Big Pokey,Da Sky's Da Limit,rap
All About My Doe - Feat. Ronnie Spencer & Fat Pat,Pymp Tyte,All N' Yo Face,rap
What’s Happen,Big Steve,Back To Back Hits (Woss Ness Presents),rap
Hell Yeah - Feat. D-wreck & Tyte Eyez,Big Moe,Moe Life,rap
"I'm Bout It, Bout It",TRU,True,rap
Fat Freestyle,Fat Pat,Throwder Than Throwed 2k12,rap
The Screwed Up Click,DJ Screw & The Screwed Up Click,Fallen Soldiers,rap
Pimp Tha Pen,DJ Screw,3 N The Mornin’ Part Two,rap
Anythang,Devin The Dude,Greatest Hits,rap
Payin' Dues,Big Moe featuring Z-Ro,City Of Syrup,rap
The Way You Make Me Feel,DJ Screw & The Screwed Up Click,Fallen Soldiers,rap
Turn It Up,Chamillionaire,The Sound of Revenge,rap
Drop Yo Top,E.S.G. featuring Big Moe,City Under Siege,rap
Wanna Know Who You Are,DJ Screw & The Screwed Up Click,Fallen Soldiers,rap
Sailin Da South,DJ Screw,3 N The Mornin’ Part Two,rap
Barre Baby,Big Moe featuring Ronnetta Spencer,City Of Syrup,rap
If You Only Knew - Feat. Celicia Ward,Fat Pat,Throwed In Da Game,rap
Jammin Screw,Fat Pat,Throwed In Da Game,rap
N Luv Wit My Money,Paul Wall,Get Ya Mind Correct (Chopped & Screwed),rap
Full Time Player,Fat Pat,Greatest Hits,rap
Just A Dog,Big Moe,Moe Life,rap
Body Roc,Fat Pat,Ghetto Dreams,rap
Can You Feel Me Now,DJ Screw & The Screwed Up Click,Fallen Soldiers,rap
I'm Me,Lil Wayne,The Leak,rap
Money On My Mind,Lil Wayne,Tha Carter II,rap
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,rap
Sold Out Dates (feat. Lil Baby),Gunna,Sold Out Dates (feat. Lil Baby),rap
What I Did (feat. Kevin Gates),Yella Beezy,Ain't No Goin' Bacc,rap
Heartless (feat. Rick Ross & Bigga Rankin),YFN Lucci,Long Live Nut,rap
Thick (feat. 2 Chainz),O.T. Genasis,Coke N Butter,rap
Drop It Off (Feat. Eva Trill),Gucci Mane,Chicken Talk,rap
Trap House,Gucci Mane,Trap House (Explicit),rap
SportsCenter,Gucci Mane,EA SportsCenter,rap
"Who, Want, War",Pastor Troy,Face Off Part II,rap
Where Them Niggaz At?,Pastor Troy,Face Off Part II,rap
Equipped in This Game?,Pastor Troy,Face Off Part II,rap
Dis Morning,Rocko,Self-Made,rap
Let Me Get Em,Soulja Boy,souljaboytellem.com,rap
6 Minutes (feat. Lil' Wayne & Fabolous),Cassidy,I'm A Hustla,rap
Superhero,Tapemasters Inc and Gucci Mane,Dr White,rap
Yeen Hard,T-Rock,The Myth of Reality: Tenth Anniversary Edition,rap
Blah Blah Blah,Rich Homie Quan,I Promise I Will Never Stop Going In (Deluxe Edition),rap
Tell Em,Rich Homie Quan,Rich Homie Gang - Hood Lifestyle,rap
Foot Soldier,Rich Homie Quan,Rich As In Spirit,rap
Make It Rain,Fat Joe,"Me, Myself & I",rap
Swing My Door,Gucci Mane,Chicken Talk,rap
I Luv This Shit,August Alsina,Downtown: Life Under The Gun,rap
Mister (feat. 21 Savage),Young Nudy,Mister (feat. 21 Savage),rap
Bottom Of The Map,Jeezy,Let’s Get It: Thug Motivation 101 (Deluxe Edition),rap
"Undertaker (feat. Young Buck, Young Dro & DJ Drama)",T.I.,King,rap
Murder Man,Pastor Troy,Face Off Part II,rap
Yeah!!!,Pastor Troy,Greatest Hits vol. 1,rap
Well Uh Huh,Pastor Troy,Greatest Hits vol. 1,rap
Street Law,Pastor Troy,Greatest Hits vol. 1,rap
No Mo Play In GA,Pastor Troy,Greatest Hits vol. 1,rap
Ridin Big,Pastor Troy,Greatest Hits vol. 1,rap
Tell 'Em I Said That,T.I.,T.I. VS T.I.P.,rap
Raw,T.I.,T.I. VS T.I.P.,rap
Told You So,T.I.,King,rap
Cry Me a River,Justin Timberlake,Justified,rap
My Love (feat. T.I.),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,rap
LoveStoned / I Think She Knows Interlude,Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,rap
Rider,Future,Astronaut Status,rap
Intro,DJ Drama,Trap or Die,rap
Make No Sense,YoungBoy Never Broke Again,AI YoungBoy 2,rap
No Smoke,YoungBoy Never Broke Again,AI YoungBoy,rap
Good Drank,2 Chainz,Pretty Girls Like Trap Music,rap
"Here I Go (feat. Young Dro, Shad Da God, T.I., Spodee, Mystikal)",Hustle Gang,Hustle Gang Presents: G.D.O.D. (Get Dough Or Die),rap
Ran off on Da Plug Twice,Plies,Ran off on Da Plug Twice,rap
Top Back - Remix,T.I.,DJ Chill and Lil Flip Present: Tha King Returns,rap
Throw Your Flags Up,Pastor Troy,Face Off,rap
Campfire Cologne,Demun Jones,Campfire Cologne,rap
Old Train (feat. Struggle Jennings),Adam Calhoun,The Throne,rap
Crossroads,Adam Calhoun,AmerAcal,rap
Born Alone,Adam Calhoun,AmerAcal,rap
Hourglass (feat. Struggle),Upchurch,Heart of America,rap
The Old Days (feat. Justin Adams),Upchurch,Bad Mutha Fucka,rap
Red White and Blue Jeans,Upchurch,Bad Mutha Fucka,rap
Rolling Stoned,Upchurch,Bad Mutha Fucka,rap
Livin' in a Country Song,Upchurch,King of Dixie,rap
Tonight,Upchurch,King of Dixie,rap
Tennessee Dreamin,Upchurch,King of Dixie,rap
Loveless (feat. Robert James),Upchurch,King of Dixie,rap
Radio Jam,Upchurch,King of Dixie,rap
Buzz Won't Last,Upchurch,"Project X, Vol. 1",rap
Lord Knows (feat. Justin Adams),Upchurch,"Project X, Vol. 1",rap
How High,Upchurch,Creeker,rap
Dirty South,Upchurch,Creeker,rap
Bells,Upchurch,Creeker,rap
Phantom of the Pines,Upchurch,Creeker,rap
Smilin,Demun Jones,The Oven,rap
God's Work,Demun Jones,The Oven,rap
My Neck of the Woods,Upchurch,Supernatural,rap
No One,Upchurch,Supernatural,rap
Cowboy,Upchurch,Supernatural,rap
Lake House,Demun Jones,Jones County,rap
Feeling Good,Demun Jones,Jones In Ya Speaker,rap
Paradise,Demun Jones,Jones In Ya Speaker,rap
The Beard Song,Demun Jones,Jones In Ya Speaker,rap
Death Before Dishonor,Jelly Roll,Waylon & Willie,rap
Fifty,Franklin Embry,Bourbon for Breakfast,rap
The Dance,Struggle Jennings,The Dance,rap
Same Asshole,Jelly Roll,Crosses and Crossroads,rap
No Worries,Jelly Roll,Crosses and Crossroads,rap
Double Crown,Jelly Roll,Crosses and Crossroads,rap
Train Tracks (feat. Struggle),Jelly Roll,Sobriety Sucks,rap
In It for Yourself,Jelly Roll,Sobriety Sucks,rap
They Don't Love Me,Jelly Roll,Sobriety Sucks,rap
Killin' Me,Jelly Roll,Sobriety Sucks,rap
Lose Your Soul,Jelly Roll,Sobriety Sucks,rap
Dearly Departed,Jelly Roll,Waylon & Willie,rap
Cowboys,Jelly Roll,Waylon & Willie,rap
Long Long Time,Jelly Roll,Waylon & Willie,rap
Be That Way,Jelly Roll,Waylon & Willie,rap
Proud,Jelly Roll,Waylon & Willie,rap
Fall in the Fall,Jelly Roll,Waylon & Willie 2,rap
Can't Go Home,Jelly Roll,Waylon & Willie 2,rap
Smoking Section,Jelly Roll,Therapeutic Music 5,rap
I'm Still Here (feat. Corey Crowder),SMO,Special Reserve,rap
Livin A Country Song (feat. Corey Crowder),SMO,Special Reserve,rap
Cause We Can,SMO,Special Reserve,rap
One (feat. Jay Allen),SMO,Special Reserve,rap
When I'm Gone,I4NI,Mud Digger 4,rap
1965,Danny Boone,Fish Grease,rap
All They Wanna Hear,Danny Boone,Fish Grease,rap
Down to the River,Danny Boone,Fish Grease,rap
My Small Town,Danny Boone,Fish Grease,rap
Don’t Take the Whiskey from Me,Danny Boone,Fish Grease,rap
Who I Am,Danny Boone,Fish Grease,rap
From the Radio,Danny Boone,Fish Grease,rap
Raise a Toast,Danny Boone,Fish Grease,rap
Let's Get Lost,Jelly Roll,Whiskey Sessions II,rap
Sunday Morning,Jelly Roll,Whiskey Sessions II,rap
Drowning Tonight,Jelly Roll,Whiskey Sessions II,rap
Whatcha Waiting For,Jelly Roll,Whiskey Sessions II,rap
Just Another Thing (feat. Crucifix),The Lacs,190 Proof,rap
Poor Man's Mansion,Jelly Roll,Waylon & Willie III,rap
New Orleans,Jelly Roll,Waylon & Willie III,rap
Love is a War,Jelly Roll,Waylon & Willie III,rap
Shot Through the Heart,Jelly Roll,Waylon & Willie III,rap
Take it Slow,Jelly Roll,Waylon & Willie III,rap
Answer to No One (feat. JJ Lawhorn),Colt Ford,Declaration of Independence (Deluxe Edition),rap
Only,Jelly Roll,Addiction Kills,rap
California,Jelly Roll,Sobriety Sucks,rap
Fly Away,CRUCIFIX,Cruce Signati,rap
Long Road,Big Matt,Mud Digger 3,rap
Bourbon Blues (feat. Jason Hust),Franklin Embry,Bourbon Broads and Beats,rap
Drivin’ Around Song (feat. Jason Aldean),Colt Ford,Declaration of Independence (Deluxe Edition),rap
Hard 2 Love,Haystak,Hard 2 Love,rap
Steer Clear,Upchurch,River Rat,rap
Animal,Upchurch,Creeker 2,rap
Gassed Up,Upchurch,Creeker 2,rap
Ghost Ranch,Upchurch,Creeker 2,rap
Alcoholic Shrink,Upchurch,Creeker 2,rap
Hillbilly Psycho,Upchurch,Creeker 2,rap
Forever Fame,Upchurch,Creeker 2,rap
Legend of the South,Upchurch,Creeker 2,rap
Dirty Elvis,Upchurch,Creeker 2,rap
"Like Father, Like Son",Struggle Jennings,Return of the Outlaw,rap
One Shot,Struggle Jennings,Return of the Outlaw,rap
The Struggle Is Real,Struggle Jennings,Return of the Outlaw,rap
Outlaw Shit (feat. Waylon Jennings & Yelawolf),Struggle Jennings,I Am Struggle,rap
Lady Karma,Sonny Bama,Love and Lost Wages,rap
Darlin Angel (feat. Upchurch),Bottleneck,Keep 'em Spinnin,rap
Livin' on Closing Time,Bottleneck,Keep 'em Spinnin,rap
Country to the City (feat. Jg Made Um Look),Bubba Sparxxx,Country to the City,rap
Spud Webb,Danny Boone,Fish Grease,rap
Echoes,Jelly Roll,Goodnight Nashville,rap
Bartender Song (Sittin' at a Bar) (Remix) [feat. Cypress Spring],Danny Boone,Mud in the Club,rap
We The People,Colt Ford,We The People,rap
Back (with Jake Owen),Colt Ford,Declaration of Independence (Deluxe Edition),rap
In My Hood,50 Cent,The Massacre (Ecopac Reissue Explicit),rap
Where The Hood At,DMX,Grand Champ,rap
Hustlin',Rick Ross,Port Of Miami,rap
We Right Here,DMX,The Best Of DMX,rap
No Games,Rick Ross,No Games,rap
So Sophisticated,Rick Ross,So Sophisticated,rap
Best For You,Lil Muk,Best For You,rap
Layaway,Alexander Lewis,Layaway,rap
Talk To Me,F$O Dinero,Color Money,rap
You Tried It,City Girls,You Tried It,rap
ARROGANT AMERiCAN FREESTYLE - REMIX,Riff Raff,ARROGANT AMERiCAN FREESTYLE (REMIX),rap
Woah,Lil Baby,Woah,rap
Costa Rica,Bankrol Hayden,Costa Rica,rap
Pinocchio,Ron Suno,Pinocchio,rap
Fell In Love,Maredatruth,Fell In Love,rap
Step Harder,Yungeen Ace,Step Harder,rap
My Gun Go Off,50 Cent,Curtis,rap
Jimmy Neutron,ABG Neal,Cocaine Cowboy,rap
Nun 2 Fuck Wit (feat. Young Dolph),1PLAYY,Nun 2 Fuck Wit (feat. Young Dolph),rap
Fake Bitches,Justina Valentine,Fake Bitches,rap
I Smell Pussy,G-Unit,Beg For Mercy (Explicit Version),rap
Hustle,Billy Marchiafava,Hustle,rap
Gryndin (feat. Young Marco),Jae Mansa,Gryndin (feat. Young Marco),rap
McQueen,TrifeDrew,McQueen,rap
I Don't Dance,DMX,I Don't Dance (feat. Machine Gun Kelly) - Single,rap
Downfall,Mikey Polo,Downfall,rap
Trapper of the Year,PashaPG,Trapper of the Year,rap
Remember Me,DA Image,Remember Me,rap
Chase The Money,E-40,Practice Makes Paper,rap
Surrounded By Hoes,50 Cent,50 Cent Is The Future,rap
Floor Seats,Moxas,Floor Seats,rap
I Got Swag,50 Cent,Before I Self-Destruct,rap
Old Me,Michael Kraun,Downtime Pt. 2,rap
Baby By Me,50 Cent,Baby By Me (Explicit Version),rap
Outta Control - Remix,50 Cent,The Massacre (Ecopac Reissue Explicit),rap
Making Moves,YBS Skola,Making Moves,rap
If I Can't,50 Cent,Get Rich Or Die Tryin' (Explicit Version),rap
Close To Me,G-Unit,T.O.S. (Terminate On Sight),rap
Communicating,YBS Skola,Communicating,rap
Just A Lil Bit,50 Cent,The Massacre,rap
Disco Inferno - Live from Sessions @ AOL,50 Cent,Just A Lil Bit (International Version),rap
In Da Club,50 Cent,Get Rich Or Die Tryin' (Explicit Version),rap
Candy Shop,50 Cent,Candy Shop (International Version),rap
A Little More,Moosh & Twist,A Little More,rap
High All The Time,50 Cent,Get Rich Or Die Tryin',rap
Handsome,Rafi Malice,Handsome,rap
Drop It Like It's Hot,Snoop Dogg,Drop It Like It's Hot (International Version),rap
Youth Memories,Fljúga,Youth Memories,rap
Eyes Closed,Curren$y,Eyes Closed,rap
Collapse - G-Unit Freestyle,G-Unit,Beg For Mercy,rap
Professor the Teacher,Gyyps,Professor the Teacher,rap
Hate It Or Love It,The Game,Hate It Or Love It,rap
Push It,Rick Ross,Port Of Miami,rap
Poppin' Them Thangs,G-Unit,Beg For Mercy (Explicit Version),rap
'Till I Collapse,Eminem,The Eminem Show,rap
Cleanin' Out My Closet,Eminem,The Eminem Show,rap
BADU,Phay,MOUSA '03,rap
Flowers,Jacob Tillberg,Flowers,rap
Westside Story,The Game,The Documentary,rap
Lose Yourself - Soundtrack Version,Eminem,Lose Yourself,rap
I Like The Way She Do It,G-Unit,T.O.S. (Terminate On Sight),rap
Boomin,Moosh & Twist,Boomin,rap
Outlaw,50 Cent,Outlaw,rap
So Seductive,Tony Yayo,Thoughts Of A Predicate Felon,rap
Low Low,Kuda,Low Low,rap
Forgot About Dre,Dr. Dre,2001 (Explicit Version),rap
I Just Wanna Say,Weisser Quiff,I Just Wanna Say,rap
Alive,Flamma,Rise,rap
Crime Wave,50 Cent,Before I Self-Destruct,rap
Fight Music,D12,Devils Night,rap
Racks,YUCIFER,Racks,rap
Keep It on Me,Dewey da Don,Blacktop Baby,rap
Can You Spit?,NJayC,Now You Know,rap
Do You Think About Me,50 Cent,Before I Self-Destruct,rap
Shark Tank,Rob Level,Shark Tank,rap
Skyline,J. Loree,Skyline,rap
Patiently Waiting,50 Cent,Get Rich Or Die Tryin',rap
Dead or Alive,J. Loree,Dead or Alive,rap
Beg For Mercy,G-Unit,Beg For Mercy (Explicit Version),rap
X Gon' Give It To Ya,DMX,The Best Of DMX,rap
Ruff Ryders' Anthem - Re-Recorded,DMX,Greatest Hits with a Twist - Deluxe Edition,rap
Party Up,DMX,...And Then There Was X,rap
B.M.F. (Blowin' Money Fast),Rick Ross,Teflon Don,rap
Hold Me Back,Rick Ross,"God Forgives, I Don't (Deluxe Edition)",rap
Ether,Nas,Stillmatic,rap
I Can,Nas,God's Son,rap
Bridging the Gap,Nas,Greatest Hits,rap
99 Problems,JAY-Z,The Hits Collection Volume One [International Version (Explicit)],rap
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,"All I Do Is Win (Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",rap
Ante Up (Robbin Hoodz Theory),M.O.P.,"B2K Presents ""You Got Served"" Soundtrack",rap
Bang Bang,Dr. Dre,2001 (Explicit Version),rap
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Funkmaster Flex,The Tunnel,rap
Bitch Please,Snoop Dogg,The Best Of Snoop Dogg,rap
Bitch Please II,Eminem,The Marshall Mathers LP (Explicit Version),rap
Black Magic (feat. Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 2 (Deluxe Version)",rap
Boom,Snoop Dogg,Doggumentary,rap
Breathe,Fabolous,Rhino Hi-Five: Fabolous,rap
Burn (feat. Big Sean),Meek Mill,Burn (feat. Big Sean),rap
Chin Check,N.W.A.,The Best Of N.W.A: The Strength Of Street Knowledge,rap
"Click, Clack - Get Back!",Ice Cube,"Laugh Now, Cry Later",rap
Da Rockwilder,Method Man,Blackout!,rap
Disco Inferno,50 Cent,Candy Shop (International Version),rap
Dope Boys,The Game,LAX,rap
Dope Man,N.W.A.,N.W.A. And Their Family Reunion,rap
Ether,Nas,Stillmatic,rap
Future,DJ Khaled,We The Best Forever,rap
Gangsta Nation,Westside Connection,Terrorist Threats,rap
Get It On The Floor,DMX,The Best Of DMX,rap
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
Go Getta - (Explicit),Jeezy,Go Getta Hit Pack (Explicit Version),rap
Got Ur Self A...,Nas,Greatest Hits,rap
Hail Mary,2Pac,The Best of 2Pac - Pt. 1: Thug,rap
Hate Me Now (feat.- Puff Daddy),Nas,Greatest Hits,rap
Heat,50 Cent,Get Rich Or Die Tryin',rap
Heavy Artillery,The Game,The R.E.D. Album,rap
Hit 'Em Up - Single Version,2Pac,Greatest Hits,rap
Hustler's Ambition,50 Cent,Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,rap
Hustlin',Rick Ross,Port Of Miami,rap
How We Do,The Game,The Documentary,rap
I Get Money,50 Cent,Curtis,rap
I'm So Hood,DJ Khaled,We The Best,rap
I'll Still Kill,50 Cent,Curtis,rap
Ima Boss (feat. Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 1",rap
"Ima Boss (feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz)",Meek Mill,Ima Boss (Remix Version),rap
Juicy - 2007 Remaster,The Notorious B.I.G.,Greatest Hits,rap
It's Good,Lil Wayne,Tha Carter IV (Deluxe),rap
Kick In The Door,The Notorious B.I.G.,Life After Death (Deluxe Version),rap
It's Okay (One Blood),The Game,It's Okay [International Version (Explicit)],rap
Let's Ride,The Game,Doctor's Advocate,rap
Machine Gun Funk - 2006 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
Lean Back,Terror Squad,True Story,rap
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',rap
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,rap
My Buddy,G-Unit,Beg For Mercy (Explicit Version),rap
Martians Vs Goblins,The Game,The R.E.D. Album,rap
Muthaf**ka Up,Tyga,Careless World: Rise Of The Last King,rap
Oh Boy,Cam’ron,Come Home With Me,rap
Pandemonium (feat. Wale & Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 1",rap
Party and Bullshit - 2008 Remaster,The Notorious B.I.G.,NOTORIOUS Music From and Inspired by the Original Motion Picture,rap
Party Up,DMX,The Definition of X: Pick Of The Litter (Explicit Version),rap
Put On,Jeezy,The Recession,rap
Renegade,JAY-Z,Curtain Call (Deluxe),rap
Remember the Name (feat. Styles of Beyond),Fort Minor,The Rising Tied (Deluxe Version),rap
Ruff Ryders' Anthem,DMX,The Definition of X: Pick Of The Litter (Explicit Version),rap
Runnin' (Dying To Live),2Pac,Runnin' (Dying To Live),rap
Stay Fly - Explicit Album Version,Three 6 Mafia,Most Known Unknown (Explicit),rap
Steady Mobbin,Young Money,We Are Young Money,rap
Stunt 101,G-Unit,Beg For Mercy (Explicit Version),rap
Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,Paper Trail,rap
The City,The Game,The R.E.D. Album,rap
Thug 4 Life,2Pac,Loyal To The Game,rap
The Rain,DMX,The Definition of X: Pick Of The Litter (Explicit Version),rap
Toss It Up,2Pac,Greatest Hits,rap
Troublesome '96,2Pac,Greatest Hits,rap
Tupac Back (feat. Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 1",rap
Top Down - Main,Swizz Beatz,One Man Band Man,rap
We Right Here,DMX,The Great Depression,rap
Vato,Snoop Dogg,Tha Blue Carpet Treatment,rap
We Takin' Over,DJ Khaled,We The Best,rap
Welcome To My Hood,DJ Khaled,We The Best Forever,rap
Welcome To New York City,Cam’ron,Come Home With Me,rap
Табор уходит в небо,Kaspiyskiy Gruz,Сторона а сторона б,rap
Яд,Местный,Кругозор,rap
Кинотеатр «Дружба»,Брутто,ГАДДЕМ,rap
Дыхание улиц,Gamora,Времена,rap
"Оп, мусорок",Litvinenko,"Оп, мусорок",rap
Второе дыхание,Gamora,Несущие стены,rap
Жизнь,Andery Toronto,Медведи,rap
Решето,Andery Toronto,Решето,rap
Суета,Брутто,ГАДДЕМ,rap
Статус,Nurminsky,Статус,rap
Стволок за поясок,nogano,Лакшери,rap
Аййй,Gamora,EP №2,rap
Здесь так,Advaita,Контрольный,rap
Гагарин (feat. Каспийский груз),Advaita,Контрольный,rap
Салам пацанам,StaFFord63,Дым - мой круговорот,rap
Брат за брата,StaFFord63,Кайфуй душа (Special Edition),rap
Амбасcадора,Gamora,Амбассадора,rap
Криминал,N1NT3ND0,N1NT3ND0,rap
Запретный плод,CVPELLV,"Phonogram, Pt. 2",rap
Черная Волга,Kaspiyskiy Gruz,The Брутто,rap
Сарума,Kaspiyskiy Gruz,Треникиспортивки (Лучшее),rap
Тархиб,ARVVB,Йеазиля!,rap
Рукалицо,Scroodgee,Рукалицо,rap
Darth Vader,Blow Money Fast,909,rap
Тартар,Blvckross,R.O.S.S.,rap
Раскидать нули,Bym,C6-Р,rap
Везёт не всем,Scroodgee,Везёт не всем,rap
"Оттуда, где я",Scroodgee,"Оттуда, где я",rap
9H,Blvckross,R.O.S.S.,rap
До тла,Blvckross,R.O.S.S.,rap
Когда мы вошли,Blvckross,R.O.S.S.,rap
Там и здесь,Bym,C6-Р,rap
Шлюза за дым,Сережа Местный,Попеременно,rap
Поколение,Timati,Поколение,rap
Воу-воу палехчэ,Jah Khalib,E.G.O.,rap
Буду погибать мало.дым,N1NT3ND0,N1NT3ND0,rap
Заколоченное,Basta,Газгольдер саундтрек,rap
Лучший друг,Sasha Chest,Лучший друг (feat. Тимати),rap
Сонная лощина,MiyaGi,Сонная лощина,rap
Ксенон и тонировка,StaFFord63,Местный,rap
Ау,Gamora,Несущие стены,rap
Солдаты,Местный,36.6,rap
Странно,Местный,36.6,rap
Стая,ВАРГРАД,Голос улиц,rap
По лбу.,Kaspiyskiy Gruz,The ВесЪ,rap
Афганистан,Kaspiyskiy Gruz,The ВесЪ,rap
Всё нормально,Местный,36.6,rap
В каждый таз,БРАТУБРАТ,LP 2015-2018,rap
На связи (feat. shot),Simaga,Время,rap
Hustle,MiyaGi & Endspiel,Hustle,rap
До небес,Andery Toronto,Немодный звук,rap
Jannaya,Orheyn,Lay Lay,rap
Хлам,Chester Nebro,Хлам,rap
Уведи меня за собой,Chester Nebro,Уведи меня за собой,rap
Бесцеремонная сука,MAXIFAM,Vol. 2 Сборник,rap
Воспитала,Сережа Местный,Попеременно,rap
Одним днём,Местный,Одним днём,rap
На юг,Rem Digga,На юг,rap
My Gang,Chester Nebro,My Gang,rap
Подогрев,Andery Toronto,Неизданное,rap
Marlboro,MiyaGi,Buster Keaton,rap
В этих краях,Andery Toronto,Неизданное,rap
БМВ или МЕРС,Mezza,Лидер новой школы,rap
M16,MACAN,M16,rap
N.M.,БРДК,N.M.,rap
Хасла,Бардак,Рандом,rap
По белому,Chester Nebro,Chilarap,rap
Do It Like Me,Young Buck,Straight Outta Cashville,rap
Outta Control,50 Cent,The Massacre,rap
Jimmy Crack Corn,Eminem,Eminem Presents The Re-Up,rap
U Not Like Me,50 Cent,Get Rich Or Die Tryin' (Explicit Version),rap
Party Ain't Over,G-Unit,T.O.S. (Terminate On Sight),rap
Chase Da Cat,G-Unit,T.O.S. (Terminate On Sight),rap
